,MWE,Previous,Target,Next
488,up the river,They were listening to an important deposition.,"""Messeigneurs,"" said an old woman in the middle of the hall, whose form was so concealed beneath her garments that one would have pronounced her a walking heap of rags; ""Messeigneurs, the thing is as true as that I am la Falourdel, established these forty years at the Pont Saint Michel, and paying regularly my rents, lord's dues, and quit rents; at the gate opposite the house of Tassin−Caillart, the dyer, which is on the side up the river−−a poor old woman now, but a pretty maid in former days, my lords.","Some one said to me lately,'La Falourdel, don't use your spinning−wheel too much in the evening; the devil is fond of combing the distaffs of old women with his horns."
489,up the river,This is all very well for an hour or two; but you can't balance yourself for a week.,"George said: ""Let's go up the river.""","He said we should have fresh air, exercise and quiet; the constant change of scene would occupy our minds (including what there was of Harris's); and the hard work would give us a good appetite, and make us sleep well."
490,up the river,You'd be surprised.,"I call that downright wisdom, not merely as regards the present case, but with reference to our trip up the river of life, generally.","How many people, on that voyage, load up the boat till it is ever in danger of swamping with a store of foolish things which they think essential to the pleasure and comfort of the trip, but which are really only useless lumber."
491,up the river,We didn't take beer or wine.,They are a mistake up the river.,They make you feel sleepy and heavy.
492,up the river,"said Harris - ""a frying-pan?""","""No,"" said George, with a strange, wild look glittering in his eyes; ""they are all the rage this season; everybody has got them up the river.","It's a banjo."""
493,up the river,"It is always the same, and the same sort of thing always goes on in connection with it.","The man on the bank, who is trying to disentangle it, thinks all the fault lies with the man who rolled it up; and when a man up the river thinks a thing, he says it.","""What have you been trying to do with it, make a fishing-net of it?"
494,up the river,"I shall never forget the picture of those two men walking up and down the bank with a tow-line, looking for their boat.",One sees a good many funny incidents up the river in connection with towing.,"One of the most common is the sight of a couple of towers, walking briskly along, deep in an animated discussion, while the man in the boat, a hundred yards behind them, is vainly shrieking to them to stop, and making frantic signs of distress with a scull."
495,up the river,"You can hardly believe you are only where you are, and you are convinced that the map must be wrong; and, when you have trudged along for what seems to you at least ten miles, and still the lock is not in sight, you begin to seriously fear that somebody must have sneaked it, and run off with it.","I remember being terribly upset once up the river (in a figurative sense, I mean).",I was out with a young lady - cousin on my mother's side - and we were pulling down to Goring.
496,up the river,"We put the kettle on to boil, up in the nose of the boat, and went down to the stern and pretended to take no notice of it, but set to work to get the other things out.",That is the only way to get a kettle to boil up the river.,"If it sees that you are waiting for it and are anxious, it will never even sing."
497,up the river,"After you pass Old Windsor, the river is somewhat uninteresting, and does not become itself again until you are nearing Boveney.","George and I towed up past the Home Park, which stretches along the right bank from Albert to Victoria Bridge; and as we were passing Datchet, George asked me if I remembered our first trip up the river, and when we landed at Datchet at ten o'clock at night, and wanted to go to bed.",I answered that I did remember it.
498,up the river,"It was still early when we got settled, and George said that, as we had plenty of time, it would be a splendid opportunity to try a good, slap-up supper.","He said he would show us what could be done up the river in the way of cooking, and suggested that, with the vegetables and the remains of the cold beef and general odds and ends, we should make an Irish stew.",It seemed a fascinating idea.
499,up the river,He has had too much all-round discouragement to meet.,"He tried on two or three evenings, while we were up the river, to get a little practice, but it was never a success.","Harris's language used to be enough to unnerve any man; added to which, Montmorency would sit and howl steadily, right through the performance."
500,up the river,"We - George, Harris, and myself - took a ""raw'un"" up with us once last season, and we plied him with the customary stretchers about the wonderful things we had done all the way up.","We gave him all the regular ones - the time-honoured lies that have done duty up the river with every boating-man for years past - and added seven entirely original ones that we had invented for ourselves, including a really quite likely story, founded, to a certain extent, on an all but true episode, which had actually happened in a modified degree some years ago to friends of ours - a story that a mere child could have believed without injuring itself, much.","And that young man mocked at them all, and wanted us to repeat the feats then and there, and to bet us ten to one that we didn't."
501,up the river,"The run would have been more delightful still, if it had not been for a lot of wretched small boats that were continually getting in the way of our launch, and, to avoid running down which, we had to be continually easing and stopping.","It is really most annoying, the manner in which these rowing boats get in the way of one's launch up the river; something ought to done to stop it.","And they are so confoundedly impertinent, too, over it."
502,up the river,"And then he goes on to tell of the astonishment of everybody who saw it; and what his wife said, when he got home, and of what Joe Buggles thought about it.","I asked the landlord of an inn up the river once, if it did not injure him, sometimes, listening to the tales that the fishermen about there told him; and he said:","""Oh, no; not now, sir."
503,up the river,"They said they would consider the idea if the number were doubled, and each fish counted as twenty.","If ever you have an evening to spare, up the river, I should advise you to drop into one of the little village inns, and take a seat in the tap- room.","You will be nearly sure to meet one or two old rod-men, sipping their toddy there, and they will tell you enough fishy stories, in half an hour, to give you indigestion for a month."
504,up the river,Talking of locks reminds me of an accident George and I very nearly had one summer's morning at Hampton Court.,"It was a glorious day, and the lock was crowded; and, as is a common practice up the river, a speculative photographer was taking a picture of us all as we lay upon the rising waters.","I did not catch what was going on at first, and was, therefore, extremely surprised at noticing George hurriedly smooth out his trousers, ruffle up his hair, and stick his cap on in a rakish manner at the back of his head, and then, assuming an expression of mingled affability and sadness, sit down in a graceful attitude, and try to hide his feet."
505,up the river,"If you stay the night on land at Clifton, you cannot do better than put up at the ""Barley Mow.""","It is, without exception, I should say, the quaintest, most old-world inn up the river.","It stands on the right of the bridge, quite away from the village."
506,up the river,But they are not ornamental.,The boat you hire up the river above Marlow is not the sort of boat in which you can flash about and give yourself airs.,The hired up-river boat very soon puts a stop to any nonsense of that sort on the part of its occupants.
507,up the river,"After that, we mixed ourselves some toddy, and sat round and talked.","George told us about a man he had known, who had come up the river two years ago and who had slept out in a damp boat on just such another night as that was, and it had given him rheumatic fever, and nothing was able to save him, and he had died in great agony ten days afterwards.","George said he was quite a young man, and was engaged to be married."
508,up the river,"In silence, we dragged out and overhauled the Gladstone.",We looked up the river and down the river; not a soul was in sight!,"Twenty minutes later, three figures, followed by a shamed-looking dog, might have been seen creeping stealthily from the boat-house at the ""Swan"" towards the railway station, dressed in the following neither neat nor gaudy costume:"
509,up the river,"The trees met like a bower overhead, and caused a half-darkness.","They also heard the noise of a waterfall, which showed that a few hundred feet up the river there was a natural barrier.","Presently, after a sudden turn of the river, a cascade appeared through the trees."
510,up the river,"It was the time at which the females, going to find suitable places in which to spawn, precede the males and make a great noise through the fresh water.","A thousand of these fish, which measured about two feet and a half in length, came up the river, and a large quantity were retained by fixing dams across the stream.","More than a hundred were thus taken, which were salted and stored for the time when winter, freezing up the streams, would render fishing impracticable."
511,get a grip,"""Because, professor, this beast is made of boilerplate steel!""","At this point in my story, I need to get a grip on myself, reconstruct exactly what I experienced, and make doubly sure of everything I write.",The Canadian's last words caused a sudden upheaval in my brain.
512,get a grip,"When one scull was deep down underneath the water, the other would be flourishing wildly about in the air.",To get a grip of the water with both at the same time I had to stand up.,"The parade was crowded with nobility and gentry, and I had to pull past them in this ridiculous fashion."
513,get a grip,"""Because, professor, this beast is made of boilerplate steel!""","At this point in my story, I need to get a grip on myself, reconstruct exactly what I experienced, and make doubly sure of everything I write.",The Canadian's last words caused a sudden upheaval in my brain.
514,not budge,"Save your skin; begone quickly.""",D’Artagnan did not budge.,"""Decidedly, you are a brave fellow,"" said Athos, pressing the young man’s hand."
515,not budge,"M de Treville requested Athos, whatever might happen, to be observant of his duty to the king, but particularly to the queen, begging him to convey his desires to his comrades.","As to d’Artagnan, he did not budge from his apartment.",He converted his chamber into an observatory.
516,not budge,"Matthewson’s sled, loaded with a thousand pounds of flour, had been standing for a couple of hours, and in the intense cold (it was sixty below zero) the runners had frozen fast to the hard-packed snow.",Men offered odds of two to one that Buck could not budge the sled.,A quibble arose concerning the phrase “break out.”
517,not budge,"Save your skin; begone quickly.""",D’Artagnan did not budge.,"""Decidedly, you are a brave fellow,"" said Athos, pressing the young man’s hand."
518,not budge,"M de Treville requested Athos, whatever might happen, to be observant of his duty to the king, but particularly to the queen, begging him to convey his desires to his comrades.","As to d’Artagnan, he did not budge from his apartment.",He converted his chamber into an observatory.
519,not budge,"Save your skin; begone quickly.""",D'Artagnan did not budge.,"""Decidedly, you are a brave fellow,"" said Athos, pressing the young man's hand."
520,not budge,"M. de Treville requested Athos, whatever might happen, to be observant of his duty to the king, but particularly to the queen, begging him to convey his desires to his comrades.","As to d'Artagnan, he did not budge from his apartment.",He converted his chamber into an observatory.
521,go so far as to,At other times they capture it with a tenacious glue that paralyzes its movements.,They will even go so far as to poison the springs where these fowl habitually drink.,"But in our case, all we could do was fire at them on the wing, which left us little chance of getting one."
522,go so far as to,Brotteaux was dumfounded.,"While allowing much for human folly, he had not thought it possible it could ever go so far as to suspect his Scaramouches and Colinettes.",Repeatedly he protested their innocence and his; but the citoyen Caillou would not hear a word.
523,go so far as to,Brotteaux was dumfounded.,"While allowing much for human folly, he had not thought it possible it could ever go so far as to suspect his Scaramouches and Colinettes.",Repeatedly he protested their innocence and his; but the citoyen Caillou would not hear a word.
524,go so far as to,"'It would also be a very bad mark,' Julien went on, in a humbler tone, 'against a poor divinity student, if it should one day be discovered that his name had been on the ledger of a bookseller who keeps a library.",The Liberals might accuse me of having asked for the most scandalous books; for all one knows they might even go so far as to write in after my name the titles of those perverse works.',But Julien was going off the track.
525,go so far as to,"Then his mission is at an end and I foresee a long delay; for, my dear fellow, how shall we hear of your death?",Your zeal cannot go so far as to inform us of it.,"'Run off at once and buy yourself a complete outfit,' the Marquis went on with a serious air."
526,go so far as to,At other times they capture it with a tenacious glue that paralyzes its movements.,They will even go so far as to poison the springs where these fowl habitually drink.,"But in our case, all we could do was fire at them on the wing, which left us little chance of getting one."
527,cross swords,"But Athos rose likewise, drew his sword, and placed himself in the way.","""If you take one step farther, d’Artagnan,"" said he, ""we shall cross swords together.""",D’Artagnan sank on his knees and prayed.
528,cross swords,"But Athos rose likewise, drew his sword, and placed himself in the way.","""If you take one step farther, d’Artagnan,"" said he, ""we shall cross swords together.""",D’Artagnan sank on his knees and prayed.
529,cross swords,"But Athos rose likewise, drew his sword, and placed himself in the way.","""If you take one step farther, d'Artagnan,"" said he, ""we shall cross swords together.""",D'Artagnan sank on his knees and prayed.
530,to boot,"""You've no further doubts, commander, as to the nature of this animal?""","""No, sir, it's apparently a gigantic narwhale, and an electric one to boot.""","""Maybe,"" I added, ""it's no more approachable than an electric eel or an electric ray!"""
531,to boot,"Since we were no longer vertical, the starboard pictures were glued to the tapestries, while those to port had their lower edges hanging a foot away from the wall.","So the Nautilus was lying on its starboard side, completely stationary to boot.",In its interior I heard the sound of footsteps and muffled voices.
532,to boot,"But the trade was going from bad to worse, declared Blaise, who for some time now had declined to purchase anything.","This time, however, made inventive by necessity, Gamelin had conceived a new and happy thought, as he at any rate believed,—an idea that was to make the print-seller's fortune, and the engraver's and his own to boot.","This was a ""patriotic"" pack of cards, where for the kings and queens and knaves of the old style he meant to substitute figures of Genius, of Liberty, of Equality and the like."
533,to boot,And what else was there?,"Binet, a few shopkeepers, two or three publicans, the cure, and finally, Monsieur Tuvache, the mayor, with his two sons, rich, crabbed, obtuse persons, who farmed their own lands and had feasts among themselves, bigoted to boot, and quite unbearable companions.",But from the general background of all these human faces Emma's stood out isolated and yet farthest off; for between her and him he seemed to see a vague abyss.
534,to boot,"But the trade was going from bad to worse, declared Blaise, who for some time now had declined to purchase anything.","This time, however, made inventive by necessity, Gamelin had conceived a new and happy thought, as he at any rate believed,—an idea that was to make the print-seller's fortune, and the engraver's and his own to boot.","This was a ""patriotic"" pack of cards, where for the kings and queens and knaves of the old style he meant to substitute figures of Genius, of Liberty, of Equality and the like."
535,to boot,A thousand ~livres parisi~ for a mass!,"and out of the tax on sea fish in the markets of Paris, to boot!""","""Peace, old crone,"" said a tall, grave person, stopping up his nose on the side towards the fishwife; ""a mass had to be founded."
536,to boot,He made the tour of his cell.,"There was no piece of furniture adapted to sleeping purposes, except a tolerably long wooden coffer; and its cover was carved, to boot; which afforded Gringoire, when he stretched himself out upon it, a sensation somewhat similar to that which Micromégas would feel if he were to lie down on the Alps.","""Come!"""
537,to boot,My head is humming like a bell tower.,And mouldy cheese to boot!,Come on!
538,to boot,"At that moment, Clopin returned and shouted in a voice of thunder: ""Midnight!""","At this word, which produced the effect of the call to boot and saddle on a regiment at a halt, all the outcasts, men, women, children, rushed in a mass from the tavern, with great noise of arms and old iron implements.",The moon was obscured.
539,to boot,"Finally M. de Maugiron, taking him in his arms in the most fatherly manner, suggested to him that he should leave M. de Renal and enter the household of an official who had children to educate, and who, like King Philip, would thank heaven, not so much for having given him them as for having caused them to be born in the neighbourhood of M. Julien.","Their tutor would receive a salary of eight hundred francs, payable not month by month, 'which is not noble,' said M. de Maugiron, but quarterly, and in advance to boot.","It was now the turn of Julien who, for an hour and a half, had been waiting impatiently for an opportunity to speak."
540,to boot,"In constant communication with the Marquis's counsel, he studied his case, and finding him to be in the right, openly declared himself a partisan of the Marquis de La Mole against the all powerful Vicar-General.","The latter was furious at such insolence, and coming from a little Jansenist to boot!",'You see what these court nobles are worth who claim to have such power!'
541,to boot,"""You've no further doubts, commander, as to the nature of this animal?""","""No, sir, it's apparently a gigantic narwhale, and an electric one to boot.""","""Maybe,"" I added, ""it's no more approachable than an electric eel or an electric ray!"""
542,to boot,"Since we were no longer vertical, the starboard pictures were glued to the tapestries, while those to port had their lower edges hanging a foot away from the wall.","So the Nautilus was lying on its starboard side, completely stationary to boot.",In its interior I heard the sound of footsteps and muffled voices.
543,up to the hilt,"said the Jesuit, Baron of Thunder-ten-tronckh, and struck him across the face with the flat side of his sword.","Candide in an instant drew his rapier and plunged it up to the hilt in the Jesuit's body; but in pulling it out reeking hot, he burst into tears.","""Good God!"""
544,up to the hilt,cried he.,"""If I had not fortunately run my sword up to the hilt in the body of Miss Cunegund's brother, I should have certainly been eaten alive.","But, after all, pure nature is an excellent thing; since these people, instead of eating me, showed me a thousand civilities as soon as they knew was not a Jesuit."""
545,take into account,"In fact, according to the most recent calculations, this reduction is only .0000436 per atmosphere, or per every thirty feet of depth.","For instance, to go 1,000 meters down, I must take into account the reduction in volume that occurs under a pressure equivalent to that from a 1,000-meter column of water, in other words, under a pressure of 100 atmospheres.",In this instance the reduction would be .00436.
546,take into account,"exclaimed Stuart, who in his excitement made a false deal.","""But that doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""","""All included,"" returned Phileas Fogg, continuing to play despite the discussion."
547,take into account,"In fact, according to the most recent calculations, this reduction is only .0000436 per atmosphere, or per every thirty feet of depth.","For instance, to go 1,000 meters down, I must take into account the reduction in volume that occurs under a pressure equivalent to that from a 1,000-meter column of water, in other words, under a pressure of 100 atmospheres.",In this instance the reduction would be .00436.
548,take into account,"exclaimed Stuart, who in his excitement made a false deal.","""But that doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""","""All included,"" returned Phileas Fogg, continuing to play despite the discussion."
549,take into account,"exclaimed Stuart, who in his excitement made a false deal.","""But that doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""","""All included,"" returned Phileas Fogg, continuing to play despite the discussion."
550,young blood,At the corner of the Rue de la Loi they heard singing and shouting and saw shadows flitting round a brazier of live coals.,It was a band of young bloods who had just come out of the Théâtre Français and were burning a guy representing the Friend of the People.,In the Rue Honoré the coachman struck his cocked hat against a burlesque effigy of Marat swinging from the cord of a street lantern.
551,young blood,"The sporting gentlemen of those days were very fine boxers for the most part, for it was the mode to take a course of Mendoza, just as a few years afterwards there was no man about town who had not had the mufflers on with Jackson.","Knowing their own prowess, they never refused the chance of a wayside adventure, and it was seldom indeed that the bargee or the navigator had much to boast of after a young blood had taken off his coat to him.","This one swung himself off the box-seat with the alacrity of a man who has no doubts about the upshot of the quarrel, and after hanging his caped coat upon the swingle-bar, he daintily turned up the ruffled cuffs of his white cambric shirt."
552,young blood,Do you suppose it shook my position?,The same evening there were dozens of young bloods walking the streets of London with their cravats loose.,"If I had not rearranged mine there would not be one tied in the whole kingdom now, and a great art would have been prematurely lost."
553,young blood,"""Very true, General Fitzpatrick.","But you'll observe that it is the raw young bloods who are giving the odds, and the Sheenies who are taking them.","I still stick to my opinion."""
554,young blood,At the corner of the Rue de la Loi they heard singing and shouting and saw shadows flitting round a brazier of live coals.,It was a band of young bloods who had just come out of the Théâtre Français and were burning a guy representing the Friend of the People.,In the Rue Honoré the coachman struck his cocked hat against a burlesque effigy of Marat swinging from the cord of a street lantern.
555,young blood,"I reject the physician.""","""Then it is not true,"" resumed Coictier hotly, ""that gout is an internal eruption; that a wound caused by artillery is to be cured by the application of a young mouse roasted; that young blood, properly injected, restores youth to aged veins; it is not true that two and two make four, and that emprostathonos follows opistathonos.""","The archdeacon replied without perturbation: ""There are certain things of which I think in a certain fashion."""
556,in broad daylight,He didn't see me.,"Even in broad daylight I doubt that he would have noticed me, so completely was he immersed in his trance.","I inched over the carpet, avoiding the tiniest bump whose noise might give me away."
557,in broad daylight,And at one of the top windows a ray of sunshine shone as in summer in the early morning.,Meaulnes for the first time saw the grounds of the manor in broad daylight.,"Remains of a wall separated the unkept garden from the courtyard, where quite recently sand had been spread and smoothed over with the rake."
558,in broad daylight,"I suppose I have a considerable organ of veneration, for I retain yet the sense of admiring awe with which my eyes traced her steps.","Seen now, in broad daylight, she looked tall, fair, and shapely; brown eyes with a benignant light in their irids, and a fine pencilling of long lashes round, relieved the whiteness of her large front; on each of her temples her hair, of a very dark brown, was clustered in round curls, according to the fashion of those times, when neither smooth bands nor long ringlets were in vogue; her dress, also in the mode of the day, was of purple cloth, relieved by a sort of Spanish trimming of black velvet; a gold watch (watches were not so common then as now) shone at her girdle.","Let the reader add, to complete the picture, refined features; a complexion, if pale, clear; and a stately air and carriage, and he will have, at least, as clearly as words can give it, a correct idea of the exterior of Miss Temple--Maria Temple, as I afterwards saw the name written in a prayer-book intrusted to me to carry to church."
559,in broad daylight,"Seen thus closely, her eyes looked to him enlarged, especially when, on waking up, she opened and shut them rapidly many times.","Black in the shade, dark blue in broad daylight, they had, as it were, depths of different colours, that, darker in the centre, grew paler towards the surface of the eye.","His own eyes lost themselves in these depths; he saw himself in miniature down to the shoulders, with his handkerchief round his head and the top of his shirt open."
560,in broad daylight,Claude Frollo was no longer in Notre−Dame when his adopted son so abruptly cut the fatal web in which the archdeacon and the gypsy were entangled.,"On returning to the sacristy he had torn off his alb, cope, and stole, had flung all into the hands of the stupefied beadle, had made his escape through the private door of the cloister, had ordered a boatman of the Terrain to transport him to the left bank of the Seine, and had plunged into the hilly streets of the University, not knowing whither he was going, encountering at every step groups of men and women who were hurrying joyously towards the Pont Saint−Michel, in the hope of still arriving in time to see the witch hung there,−−pale, wild, more troubled, more blind and more fierce than a night bird let loose and pursued by a troop of children in broad daylight.","He no longer knew where he was, what he thought, or whether he were dreaming."
561,in broad daylight,"He reflected that the people also, the entire populace, had had before their eyes the woman whom he loved exposed almost naked.","He writhed his arms with agony as he thought that the woman whose form, caught by him alone in the darkness would have been supreme happiness, had been delivered up in broad daylight at full noonday, to a whole people, clad as for a night of voluptuousness.","He wept with rage over all these mysteries of love, profaned, soiled, laid bare, withered forever."
562,in broad daylight,"Do you then desire that she through whom you are alive, should die?","that she should die, that beautiful, sweet, adorable creature, who is necessary to the light of the world and more divine than God, while you, half wise, and half fool, a vain sketch of something, a sort of vegetable, which thinks that it walks, and thinks that it thinks, you will continue to live with the life which you have stolen from her, as useless as a candle in broad daylight?","Come, have a little pity, Gringoire; be generous in your turn; it was she who set the example."""
563,in broad daylight,"Very much at this moment, but I should not regret having known you.'",Julien found that his dignity required him to return to his room in broad daylight and with deliberate want of precaution.,"The continuous attention with which he watched his own slightest actions, in the insane idea of being taken for a man of experience, had this one advantage; when he saw Madame de Renal again, at luncheon, his behaviour was a miracle of prudence."
564,in broad daylight,He didn't see me.,"Even in broad daylight I doubt that he would have noticed me, so completely was he immersed in his trance.","I inched over the carpet, avoiding the tiniest bump whose noise might give me away."
565,in broad daylight,"It was necessary to reconnoiter the corral, in order to ascertain if it was occupied.","To go there openly, in broad daylight, when the convicts were probably in ambush, would be to expose themselves, as poor Herbert had done, to the firearms of the ruffians.","It was better, then, to wait until night came on."
566,in broad daylight,"The descent was extremely perilous, but they did not think of the danger; they were no longer masters of themselves, and an irresistible attraction drew them towards this mysterious place as the magnet draws iron.","Thus they almost unconsciously descended this ravine, which even in broad daylight would have been considered impracticable.",The stones rolled and sparkled like fiery balls when they crossed through the gleams of light.
567,in full swing,"""Why, then, it's a common assault, d'ye see, against the body of 'is Majesty's liege, William Warr, and I 'as 'em before the beak next mornin', and it's a week or twenty shillin's.""","Meanwhile the supper was in full swing--one of those solid and uncompromising meals which prevailed in the days of your grandfathers, and which may explain to some of you why you never set eyes upon that relative.","Great rounds of beef, saddles of mutton, smoking tongues, veal and ham pies, turkeys and chickens, and geese, with every variety of vegetables, and a succession of fiery cherries and heavy ales were the main staple of the feast."
568,in full swing,Then they were set to work at the most damaged spots.,"When the descent was complete, it was found that three hundred and twenty-two miners had gone down, about half of those who worked there when the pit was in full swing.",Chaval belonged to the same gang as Catherine and Étienne.
569,to the tune of,"Here, by contrast, I have only to pick up what other men have lost, and not only in this Bay of Vigo but at a thousand other sites where ships have gone down, whose positions are marked on my underwater chart.","Do you understand now that I'm rich to the tune of billions?""","""I understand, captain."
570,to the tune of,"The citoyenne Thévenin sang without accompaniment Nina's ballad: ""Quand le bien-aimé reviendra.""",Desmahis sang to the tune of La Faridondaine:,"""Quelques-uns prirent le cochon"
571,to the tune of,"We saw all the rarities at Oxford, talked with two or three Fellows of colleges about putting out a young nephew, that was left to his lordship's care, to the University, and of their being his tutors.","We diverted ourselves with bantering several other poor scholars, with hopes of being at least his lordship's chaplains and putting on a scarf; and thus having lived like quality indeed, as to expense, we went away for Northampton, and, in a word, in about twelve days' ramble came home again, to the tune of about #93 expense.",Vanity is the perfection of a fop.
572,to the tune of,"that I would make as little inquiry into his as consisted with reason, but I hoped he would allow me to ask a few questions, which he would answer or not as he thought fit; and that I would not be offended if he did not answer me at all; one of these questions related to our manner of living, and the place where, because I had heard he had a great plantation in Virginia, and that he had talked of going to live there, and I told him I did not care to be transported.","He began from this discourse to let me voluntarily into all his affairs, and to tell me in a frank, open way all his circumstances, by which I found he was very well to pass in the world; but that great part of his estate consisted of three plantations, which he had in Virginia, which brought him in a very good income, generally speaking, to the tune of #300, a year, but that if he was to live upon them, would bring him in four times as much.","'Very well,' thought I; 'you shall carry me thither as soon as you please, though I won't tell you so beforehand.'"
573,to the tune of,he cried.,"""After all their preaching and throwing my father's model life, as they called it, in my teeth, they had to pay HIS debts to the tune of nearly a million, whilst I can't get a hundred thousand out of them.",And look at all they've done for my brothers!
574,to the tune of,"The citoyenne Thévenin sang without accompaniment Nina's ballad: ""Quand le bien-aimé reviendra.""",Desmahis sang to the tune of La Faridondaine:,"""Quelques-uns prirent le cochon"
575,to the tune of,"Here, by contrast, I have only to pick up what other men have lost, and not only in this Bay of Vigo but at a thousand other sites where ships have gone down, whose positions are marked on my underwater chart.","Do you understand now that I'm rich to the tune of billions?""","""I understand, captain."
576,in a rut,. .,Sometimes he stumbled 42 in a rut.,"In the utter darkness he ran into hedges when the lane turned, and too tired to stop in time he crashed into brambles, his arms stretched out, his hands torn in the effort to protect his face."
577,in a rut,"A dog barked as they went by, and far away in the darkness some wandering sea-gull screamed.","The horse stumbled in a rut, then swerved aside and broke into a gallop.",After some time they left the clay road and rattled again over rough-paven streets.
578,fair play,Athos looked at his watch.,"""Gentlemen,"" said he, ""we have been here an hour, and our wager is won; but we will be fair players.","Besides, d’Artagnan has not told us his idea yet."""
579,fair play,So that was the way.,No fair play.,"Once down, that was the end of you."
580,fair play,"Pike, who had been trembling abjectly, took heart at this open mutiny, and sprang upon his overthrown leader.","Buck, to whom fair play was a forgotten code, likewise sprang upon Spitz.","But François, chuckling at the incident while unswerving in the administration of justice, brought his lash down upon Buck with all his might."
581,fair play,"""Vell, your R'yal 'Ighness, it vas like this.","Ven the day came round, all the volk came to Figg's Amphitheatre, the same that vos in Tottenham Court, an' Bob Vittaker 'e vos there, and the Eytalian Gondoleery cove 'e vas there, and all the purlitest, genteelest crowd that ever vos, twenty thousand of 'em, all sittin' with their 'eads like purtaties on a barrer, banked right up round the stage, and me there to pick up Bob, d'ye see, and Jack Figg 'imself just for fair play to do vot was right by the cove from voreign parts.","They vas packed all round, the folks was, but down through the middle of 'em was a passage just so as the gentry could come through to their seats, and the stage it vas of wood, as the custom then vas, and a man's 'eight above the 'eads of the people."
582,fair play,"If an enemy landed upon our shores it was then that, with our small army, we should be forced to fall back upon native valour trained into hardihood by the practice and contemplation of manly sports.","In time of peace also the rules of the ring had been of service in enforcing the principles of fair play, and in turning public opinion against that use of the knife or of the boot which was so common in foreign countries.","He begged, therefore, to drink ""Success to the Fancy,"" coupled with the name of John Jackson, who might stand as a type of all that was most admirable in British boxing."
583,fair play,"But if I was to use this against you, d'ye see, it would be worth 'undreds in my pocket.","But my 'eart won't let me do it, for Bill Warr's always been on the side o' good sport and fair play.","If I use it for you, then I expect that you won't see me the loser."""
584,fair play,Athos looked at his watch.,"""Gentlemen,"" said he, ""we have been here an hour, and our wager is won; but we will be fair players.","Besides, d’Artagnan has not told us his idea yet."""
585,fair play,Athos looked at his watch.,"""Gentlemen,"" said he, ""we have been here an hour, and our wager is won; but we will be fair players.","Besides, d’Artagnan has not told us his idea yet."""
586,fair play,'Ah!,"This is the abbe Pirard's favourite,' exclaimed the Bishop, with a laugh, and with a glance at M. de Frilair; 'we ought to have expected this; but it is all in fair play.","Is it not the case, my friend,' he went on, turning to Julien, 'that they waked you from your sleep to send you here?'"
587,fashion plate,"Jean Blaise was a man of the world, so he deemed it best to put up with what he could not hinder; he gave up Mademoiselle Thévenin to Montfort without ceasing to be on friendly terms with her.","Julie had not been long at the Amour peintre before Élodie came down to her in the shop, looking like a fashion plate.","Under her mantle, despite the rigours of the season, she wore nothing but her white frock; her face was even paler than of old, and her figure thinner; her looks were languishing, and her whole person breathed voluptuous invitation."
588,fashion plate,"Jean Blaise was a man of the world, so he deemed it best to put up with what he could not hinder; he gave up Mademoiselle Thévenin to Montfort without ceasing to be on friendly terms with her.","Julie had not been long at the Amour peintre before Élodie came down to her in the shop, looking like a fashion plate.","Under her mantle, despite the rigours of the season, she wore nothing but her white frock; her face was even paler than of old, and her figure thinner; her looks were languishing, and her whole person breathed voluptuous invitation."
589,fashion plate,"If it wandered it was only to return and contemplate thefour expressions on the faces of the two women, who were as like eachother as two sisters.","And the very style of these works, in theirshining frames, crisp, sharp, and highly finished, with the elegance ofa fashion plate, suggested a sense of cleanliness and propriety whichwas confirmed by the rest of the fittings.","The seats were always inprecisely the same order, some against the wall and some round thecircular centre-table."
590,black box,"But if there were no men at the tables who could have held their own against Jackson or Jem Belcher, there were others of a different race and type who had qualities which made them dangerous bruisers.","A little way down the room I saw the black face and woolly head of Bill Richmond, in a purple-and-gold footman's livery--destined to be the predecessor of Molineaux, Sutton, and all that line of black boxers who have shown that the muscular power and insensibility to pain which distinguish the African give him a peculiar advantage in the sports of the ring.",He could boast also of the higher honour of having been the first born American to win laurels in the British ring.
591,old hat,There were some complaints; she intercepted them.,"To get money she began selling her old gloves, her old hats, the old odds and ends, and she bargained rapaciously, her peasant blood standing her in good stead.","Then on her journey to town she picked up nick-nacks secondhand, that, in default of anyone else, Monsieur Lheureux would certainly take off her hands."
592,old hat,"He was standing bareheaded, a long roll of parchment in his hand, behind the arm−chair in which was seated, his body ungracefully doubled up, his knees crossed, his elbow on the table, a very badly accoutred personage.","Let the reader imagine in fact, on the rich seat of Cordova leather, two crooked knees, two thin thighs, poorly clad in black worsted tricot, a body enveloped in a cloak of fustian, with fur trimming of which more leather than hair was visible; lastly, to crown all, a greasy old hat of the worst sort of black cloth, bordered with a circular string of leaden figures.","This, in company with a dirty skull−cap, which hardly allowed a hair to escape, was all that distinguished the seated personage."
